# gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false "gmm-boost-silence --boost=1.0 1 exp2/mono/16.mdl - |" "ark:gunzip -c exp2/mono/fsts.29.gz|" "ark,s,cs:apply-cmvn  --utt2spk=ark:data/st_ihm_all/train_15k/split30/29/utt2spk scp:data/st_ihm_all/train_15k/split30/29/cmvn.scp scp:data/st_ihm_all/train_15k/split30/29/feats.scp ark:- | add-deltas  ark:- ark:- |" "ark,t:|gzip -c >exp2/mono/ali.29.gz" 
# Started at Wed Oct 31 22:12:04 EDT 2018
#
gmm-align-compiled --transition-scale=1.0 --acoustic-scale=0.1 --self-loop-scale=0.1 --beam=10 --retry-beam=40 --careful=false 'gmm-boost-silence --boost=1.0 1 exp2/mono/16.mdl - |' 'ark:gunzip -c exp2/mono/fsts.29.gz|' 'ark,s,cs:apply-cmvn  --utt2spk=ark:data/st_ihm_all/train_15k/split30/29/utt2spk scp:data/st_ihm_all/train_15k/split30/29/cmvn.scp scp:data/st_ihm_all/train_15k/split30/29/feats.scp ark:- | add-deltas  ark:- ark:- |' 'ark,t:|gzip -c >exp2/mono/ali.29.gz' 
gmm-boost-silence --boost=1.0 1 exp2/mono/16.mdl - 
WARNING (gmm-boost-silence[5.4.105~1-4fda]:main():gmm-boost-silence.cc:82) The pdfs for the silence phones may be shared by other phones (note: this probably does not matter.)
LOG (gmm-boost-silence[5.4.105~1-4fda]:main():gmm-boost-silence.cc:93) Boosted weights for 5 pdfs, by factor of 1
LOG (gmm-boost-silence[5.4.105~1-4fda]:main():gmm-boost-silence.cc:103) Wrote model to -
add-deltas ark:- ark:- 
apply-cmvn --utt2spk=ark:data/st_ihm_all/train_15k/split30/29/utt2spk scp:data/st_ihm_all/train_15k/split30/29/cmvn.scp scp:data/st_ihm_all/train_15k/split30/29/feats.scp ark:- 
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H00_MTD037PM_0176118_0176155
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H00_MTD037PM_0182668_0183147
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H00_MTD037PM_0186544_0186622
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H00_MTD037PM_0189684_0189709
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H00_MTD037PM_0193506_0194483
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H01_MTD039UID_0082855_0082925
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H01_MTD039UID_0086722_0087132
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H01_MTD039UID_0090746_0091672
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H01_MTD039UID_0094126_0094207
LOG (gmm-align-compiled[5.4.105~1-4fda]:main():gmm-align-compiled.cc:127) AMI_TS3010b_H01_MTD039UID_0137886_0138584
