# gunzip -c exp2/tri2a/phone_stats.*.gz | steps/diagnostic/analyze_phone_length_stats.py data/lang_v1 
# Started at Thu Nov  1 00:23:52 EDT 2018
#
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 11.9000521424% of the time at utterance begin.  This may not be optimal.
analyze_phone_length_stats.py: WARNING: optional-silence sil is seen only 53.6172748566% of the time at utterance end.  This may not be optimal.
At utterance begin, nonsilence accounts for 80.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,11.6,29) frames.
At utterance begin, Y_B accounts for 15.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.3,21) frames.
At utterance begin, sil accounts for 11.9% of phone occurrences, with duration (median, mean, 95-percentile) is (30,49.8,172) frames.
At utterance begin, oov_S accounts for 7.2% of phone occurrences, with duration (median, mean, 95-percentile) is (30,35.5,84) frames.
At utterance begin, S_B accounts for 6.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,12.2,20) frames.
At utterance begin, AH_B accounts for 6.2% of phone occurrences, with duration (median, mean, 95-percentile) is (18,19.6,43) frames.
At utterance begin, OW_B accounts for 4.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.4,19) frames.
At utterance begin, W_B accounts for 4.4% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,13) frames.
At utterance begin, DH_B accounts for 3.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,11) frames.
At utterance begin, AY_S accounts for 3.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.3,23) frames.
At utterance begin, IH_B accounts for 3.8% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.0,15) frames.
At utterance begin, B_B accounts for 3.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.9,11) frames.
At utterance begin, M_B accounts for 3.7% of phone occurrences, with duration (median, mean, 95-percentile) is (11,11.0,19) frames.
At utterance begin, AH_S accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (22,25.7,61) frames.
At utterance begin, N_B accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.0,18) frames.
At utterance begin, HH_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.1,13) frames.
At utterance begin, M_S accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (23,27.0,63) frames.
At utterance begin, AE_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.6,24) frames.
At utterance begin, OW_S accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (18,20.1,42) frames.
At utterance begin, K_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.6,13) frames.
At utterance begin, R_B accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.3,17) frames.
At utterance begin, AO_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.4,23) frames.
At utterance begin, L_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,12) frames.
At utterance begin, T_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,13) frames.
At utterance begin, D_B accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,12) frames.
At utterance begin, F_B accounts for 0.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,18) frames.
At utterance begin, EH_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,14) frames.
At utterance begin, AY_B accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.1,19) frames.
At utterance end, sil accounts for 53.6% of phone occurrences, with duration (median, mean, 95-percentile) is (36,53.3,147) frames.
At utterance end, nonsilence accounts for 39.3% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.7,30) frames.
At utterance end, oov_S accounts for 7.1% of phone occurrences, with duration (median, mean, 95-percentile) is (49,60.9,148) frames.
At utterance end, AE_E accounts for 5.7% of phone occurrences, with duration (median, mean, 95-percentile) is (14,15.0,30) frames.
At utterance end, T_E accounts for 4.8% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.6,20) frames.
At utterance end, M_E accounts for 3.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,14.7,37) frames.
At utterance end, EY_E accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.3,26) frames.
At utterance end, N_E accounts for 2.5% of phone occurrences, with duration (median, mean, 95-percentile) is (8,9.1,20) frames.
At utterance end, S_E accounts for 2.4% of phone occurrences, with duration (median, mean, 95-percentile) is (13,14.1,30) frames.
At utterance end, Z_E accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.5,25) frames.
At utterance end, IY_E accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.5,27) frames.
At utterance end, OW_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (15,16.1,34) frames.
At utterance end, L_E accounts for 1.5% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.1,23) frames.
At utterance end, M_S accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (25,28.0,57) frames.
At utterance end, D_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.1,14) frames.
At utterance end, NG_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.1,22) frames.
At utterance end, ER_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (10,11.2,24) frames.
At utterance end, R_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.9,21) frames.
At utterance end, UW_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (11,12.2,27) frames.
At utterance end, K_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.0,23) frames.
At utterance end, P_E accounts for 0.6% of phone occurrences, with duration (median, mean, 95-percentile) is (4,6.1,15) frames.
At utterance end, AH_E accounts for 0.5% of phone occurrences, with duration (median, mean, 95-percentile) is (10,12.1,27) frames.
Overall, nonsilence accounts for 88.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.0,19) frames.
Overall, sil accounts for 8.5% of phone occurrences, with duration (median, mean, 95-percentile) is (22,36.6,111) frames.
Overall, AH_I accounts for 4.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.4,10) frames.
Overall, T_E accounts for 3.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.3,15) frames.
Overall, IH_I accounts for 3.4% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.3,10) frames.
Overall, N_I accounts for 2.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.7,12) frames.
Overall, oov_S accounts for 2.8% of phone occurrences, with duration (median, mean, 95-percentile) is (35,42.7,109) frames.
Overall, DH_B accounts for 2.7% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,12) frames.
Overall, IY_E accounts for 2.3% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.4,25) frames.
Overall, IH_B accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.2,15) frames.
Overall, T_I accounts for 2.1% of phone occurrences, with duration (median, mean, 95-percentile) is (5,6.0,11) frames.
Overall, N_E accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.8,18) frames.
Overall, W_B accounts for 2.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, EH_I accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.5,13) frames.
Overall, Y_B accounts for 1.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.7,20) frames.
Overall, S_B accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (10,10.7,18) frames.
Overall, D_E accounts for 1.7% of phone occurrences, with duration (median, mean, 95-percentile) is (4,5.1,11) frames.
Overall, Z_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,9.1,21) frames.
Overall, R_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.3,10) frames.
Overall, AH_B accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (7,11.7,35) frames.
Overall, S_E accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (8,10.1,24) frames.
Overall, AE_I accounts for 1.6% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.3,14) frames.
Overall, K_I accounts for 1.4% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,14) frames.
Overall, AH_E accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (4,7.6,25) frames.
Overall, L_I accounts for 1.3% of phone occurrences, with duration (median, mean, 95-percentile) is (5,5.8,11) frames.
Overall, T_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.3,15) frames.
Overall, UW_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (5,8.0,23) frames.
Overall, IY_I accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.7,15) frames.
Overall, AH_S accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (15,20.2,53) frames.
Overall, L_E accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,8.4,20) frames.
Overall, B_B accounts for 1.2% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.8,13) frames.
Overall, S_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.1,14) frames.
Overall, K_B accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (8,8.5,14) frames.
Overall, M_E accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (10,14.6,39) frames.
Overall, AY_I accounts for 1.1% of phone occurrences, with duration (median, mean, 95-percentile) is (9,10.4,20) frames.
Overall, M_B accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.2,15) frames.
Overall, OW_E accounts for 1.0% of phone occurrences, with duration (median, mean, 95-percentile) is (10,13.0,31) frames.
Overall, AA_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (7,7.3,14) frames.
Overall, HH_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.9,14) frames.
Overall, V_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,7.1,17) frames.
Overall, R_E accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (5,7.3,18) frames.
Overall, EY_I accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (9,9.4,17) frames.
Overall, D_B accounts for 0.9% of phone occurrences, with duration (median, mean, 95-percentile) is (6,6.4,12) frames.
Overall, AE_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (12,13.6,28) frames.
Overall, K_E accounts for 0.8% of phone occurrences, with duration (median, mean, 95-percentile) is (7,8.2,18) frames.
